tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
TD_103710,cust_9603,6784393.88,C,USA,2022-05-10
TD_103711,cust_3993,1407578.31,D,PAL,2022-05-10
FX_103712,cust_3037,8177413.3,D,USA,2022-05-10
TD_103713,cust_4847,3427399.45,C,PAL,2022-05-10
TD_103714,cust_9777,979205.1,C,IND,2022-05-10
TD_103715,cust_4068,6184580.02,D,KON,2022-05-10
FX_103716,cust_3173,9221574.69,D,USA,2022-05-10
FX_103717,cust_3213,8467442.46,C,IND,2022-05-10
TD_103718,cust_4279,8983320.93,C,JPN,2022-05-10
TD_103719,cust_9488,9315139.42,D,KON,2022-05-10
FX_103720,cust_5658,9606904.91,D,JPN,2022-05-10
FX_103721,cust_6452,397337.96,D,CHN,2022-05-10
TD_103722,cust_6392,7797991.86,C,AFG,2022-05-10
FX_103723,cust_5484,4827219.22,C,PAL,2022-05-10
FX_103724,cust_1093,6331781.33,D,CAN,2022-05-10
TD_103725,cust_8608,4009660.43,C,CAN,2022-05-10
FX_103726,cust_3998,7442202.8,D,IND,2022-05-10
FX_103727,cust_6087,806467.24,D,PAL,2022-05-10
TD_103728,cust_5603,5811874.39,D,AFG,2022-05-10
TD_103729,cust_9788,7541140.49,D,PAL,2022-05-10
TD_103730,cust_8533,8901022.53,D,USA,2022-05-10
TD_103731,cust_1045,6177710.73,D,USA,2022-05-10
FX_103732,cust_7753,3613651.96,C,IND,2022-05-10
FX_103733,cust_5639,5848349.24,C,AFG,2022-05-10
FX_103734,cust_2998,3021274.25,C,CAN,2022-05-10
TD_103735,cust_5150,6070505.62,C,JPN,2022-05-10
TD_103736,cust_3989,6725170.72,C,AFG,2022-05-10
FX_103737,cust_7879,3257523.78,D,PAL,2022-05-10
TD_103738,cust_3563,8131784.58,D,PAL,2022-05-10
FX_103739,cust_6844,4416478.27,D,CHN,2022-05-10
FX_103740,cust_3077,8033272.35,D,IND,2022-05-10
TD_103741,cust_3379,1094147.11,C,CAN,2022-05-10
TD_103742,cust_1553,3454128.81,D,CHN,2022-05-10
TD_103743,cust_2796,1579798.98,D,IND,2022-05-10
FX_103744,cust_8489,2568975.24,D,IND,2022-05-10
TD_103745,cust_8965,6514161.46,D,PAL,2022-05-10
TD_103746,cust_4157,9934775.06,D,USA,2022-05-10
TD_103747,cust_9778,4782976.55,C,PAL,2022-05-10
TD_103748,cust_2638,2250012.48,C,CAN,2022-05-10
FX_103749,cust_1874,4808335.02,D,IND,2022-05-10
TD_103750,cust_2105,1509069.98,D,KON,2022-05-10
FX_103751,cust_7930,6629333.77,D,IND,2022-05-10
TD_103752,cust_1585,2552912.41,D,AFG,2022-05-10
TD_103753,cust_4413,9673673.79,D,IND,2022-05-10
TD_103754,cust_1229,7305268.19,C,CHN,2022-05-10
TD_103755,cust_7151,5395064.0,D,IND,2022-05-10
TD_103756,cust_8254,8850584.83,C,AFG,2022-05-10
TD_103757,cust_9766,9595644.01,C,JPN,2022-05-10
TD_103758,cust_5977,4565741.17,C,IND,2022-05-10
FX_103759,cust_2378,2386771.68,D,PAL,2022-05-10
TD_103760,cust_5725,2781659.74,C,CAN,2022-05-10
FX_103761,cust_4522,7681292.16,D,CAN,2022-05-10
FX_103762,cust_8307,2716502.26,C,USA,2022-05-10
FX_103763,cust_4976,3797441.28,C,KON,2022-05-10
TD_103764,cust_7054,8550640.7,C,CAN,2022-05-10
FX_103765,cust_9026,8571618.37,C,CHN,2022-05-10
FX_103766,cust_6704,5952738.25,D,PAL,2022-05-10
FX_103767,cust_4174,6323435.08,C,CAN,2022-05-10
