tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
FX_133450,cust_2750,2824539.21,D,JPN,2022-05-16
FX_133451,cust_4455,1232045.33,D,PAL,2022-05-16
TD_133452,cust_8585,1196457.98,D,AFG,2022-05-16
TD_133453,cust_4653,6642003.34,C,PAL,2022-05-16
TD_133454,cust_7036,6197614.82,D,JPN,2022-05-16
TD_133455,cust_3471,4578239.5,D,JPN,2022-05-16
TD_133456,cust_9383,3646192.28,C,CHN,2022-05-16
TD_133457,cust_7889,4103297.34,D,IND,2022-05-16
TD_133458,cust_9849,4370094.84,D,JPN,2022-05-16
FX_133459,cust_5878,4926070.45,C,IND,2022-05-16
TD_133460,cust_6241,7766069.08,D,AFG,2022-05-16
TD_133461,cust_8804,2001259.56,C,PAL,2022-05-16
FX_133462,cust_1370,5821234.67,D,AFG,2022-05-16
TD_133463,cust_5331,5631356.94,C,CHN,2022-05-16
TD_133464,cust_9588,1962704.38,D,CAN,2022-05-16
TD_133465,cust_5636,4842412.93,D,JPN,2022-05-16
TD_133466,cust_3944,8828404.98,C,CHN,2022-05-16
TD_133467,cust_6554,6432518.36,D,AFG,2022-05-16
TD_133468,cust_1167,2713120.97,D,KON,2022-05-16
FX_133469,cust_4430,7537942.56,C,KON,2022-05-16
TD_133470,cust_4396,7493937.79,C,IND,2022-05-16
FX_133471,cust_1663,2081450.79,D,CAN,2022-05-16
TD_133472,cust_8647,7214561.65,C,IND,2022-05-16
FX_133473,cust_9633,3877950.31,C,CAN,2022-05-16
TD_133474,cust_1479,3630754.47,D,IND,2022-05-16
FX_133475,cust_6095,8965379.28,C,JPN,2022-05-16
FX_133476,cust_6488,2931728.76,C,KON,2022-05-16
FX_133477,cust_4046,3833987.41,C,JPN,2022-05-16
FX_133478,cust_8159,4665894.13,D,IND,2022-05-16
FX_133479,cust_9448,8664086.02,D,CAN,2022-05-16
FX_133480,cust_9326,7664538.41,D,JPN,2022-05-16
TD_133481,cust_1048,269176.72,C,CAN,2022-05-16
TD_133482,cust_2020,6297445.26,D,PAL,2022-05-16
FX_133483,cust_3307,2210567.12,D,PAL,2022-05-16
TD_133484,cust_9057,9884367.57,D,KON,2022-05-16
FX_133485,cust_1855,9869194.18,C,USA,2022-05-16
TD_133486,cust_5720,8040110.27,C,IND,2022-05-16
FX_133487,cust_5908,5621140.42,D,AFG,2022-05-16
FX_133488,cust_6069,7021435.9,C,KON,2022-05-16
FX_133489,cust_2482,5162004.5,C,JPN,2022-05-16
FX_133490,cust_8961,8637811.67,D,KON,2022-05-16
FX_133491,cust_6511,7773288.44,C,KON,2022-05-16
TD_133492,cust_6962,236962.62,D,PAL,2022-05-16
TD_133493,cust_2216,7426968.45,C,JPN,2022-05-16
FX_133494,cust_3031,9519132.27,C,CHN,2022-05-16
TD_133495,cust_2568,7608615.72,C,CHN,2022-05-16
FX_133496,cust_6010,943496.37,D,JPN,2022-05-16
TD_133497,cust_7477,4291028.78,D,AFG,2022-05-16
TD_133498,cust_7478,3179937.12,C,AFG,2022-05-16
TD_133499,cust_5239,6935911.85,D,CHN,2022-05-16
TD_133500,cust_9060,194628.0,D,CHN,2022-05-16
FX_133501,cust_1582,2400765.72,D,IND,2022-05-16
FX_133502,cust_6458,7597723.64,D,AFG,2022-05-16
FX_133503,cust_7399,9731089.62,D,PAL,2022-05-16
TD_133504,cust_1082,5253942.49,C,CAN,2022-05-16
FX_133505,cust_3046,2995890.3,C,KON,2022-05-16
FX_133506,cust_9790,7177065.7,C,JPN,2022-05-16
TD_133507,cust_2805,7833640.93,C,CHN,2022-05-16
FX_133508,cust_1354,8599787.74,C,USA,2022-05-16
TD_133509,cust_3390,9932313.13,C,CAN,2022-05-16
TD_133510,cust_8967,3564022.12,C,PAL,2022-05-16
FX_133511,cust_8504,20566.92,C,AFG,2022-05-16
FX_133512,cust_6667,176345.75,C,KON,2022-05-16
FX_133513,cust_5437,4141439.09,C,JPN,2022-05-16
TD_133514,cust_4468,4483082.58,D,KON,2022-05-16
FX_133515,cust_2860,6847643.3,C,CHN,2022-05-16
TD_133516,cust_4233,6390198.32,D,AFG,2022-05-16
TD_133517,cust_1524,2430994.66,C,CHN,2022-05-16
TD_133518,cust_5786,1350921.01,C,CAN,2022-05-16
TD_133519,cust_8219,1278046.21,C,IND,2022-05-16
FX_133520,cust_5379,2251285.42,D,IND,2022-05-16
TD_133521,cust_3102,1569896.18,C,JPN,2022-05-16
TD_133522,cust_7831,7076882.85,D,CAN,2022-05-16
TD_133523,cust_2415,3888215.87,C,JPN,2022-05-16
TD_133524,cust_9904,7309912.12,C,PAL,2022-05-16
TD_133525,cust_3167,5188164.07,C,KON,2022-05-16
TD_133526,cust_2273,8170399.08,C,IND,2022-05-16
TD_133527,cust_8725,2226259.55,C,AFG,2022-05-16
FX_133528,cust_9174,9579434.19,C,IND,2022-05-16
TD_133529,cust_3557,2173544.73,D,PAL,2022-05-16
FX_133530,cust_1949,2768505.83,C,JPN,2022-05-16
TD_133531,cust_9426,6342042.3,D,IND,2022-05-16
TD_133532,cust_9797,4372879.23,D,CAN,2022-05-16
FX_133533,cust_4740,6279188.18,C,IND,2022-05-16
FX_133534,cust_9044,2758032.35,C,KON,2022-05-16
FX_133535,cust_8552,7507324.47,C,CHN,2022-05-16
FX_133536,cust_4572,6777426.36,C,CAN,2022-05-16
FX_133537,cust_4547,3644130.63,D,AFG,2022-05-16
FX_133538,cust_1711,4621777.65,D,CHN,2022-05-16
FX_133539,cust_6645,3148300.5,C,PAL,2022-05-16
TD_133540,cust_6046,6727869.85,D,AFG,2022-05-16
TD_133541,cust_5160,5333974.08,D,PAL,2022-05-16
FX_133542,cust_5083,4297996.74,C,JPN,2022-05-16
TD_133543,cust_6013,944230.91,D,CAN,2022-05-16
TD_133544,cust_4704,1204709.95,C,CAN,2022-05-16
FX_133545,cust_3073,5127711.48,C,CHN,2022-05-16
TD_133546,cust_9261,9267644.67,D,IND,2022-05-16
FX_133547,cust_9924,9003594.2,C,JPN,2022-05-16
TD_133548,cust_9033,4440893.28,C,CHN,2022-05-16
TD_133549,cust_5549,9190259.77,D,KON,2022-05-16
FX_133550,cust_9706,8077398.04,D,IND,2022-05-16
FX_133551,cust_3728,5120485.53,D,KON,2022-05-16
FX_133552,cust_6961,5946834.58,C,USA,2022-05-16
TD_133553,cust_1379,1949199.59,C,CHN,2022-05-16
FX_133554,cust_6621,5095231.84,C,IND,2022-05-16
FX_133555,cust_4720,9083518.26,D,CAN,2022-05-16
TD_133556,cust_2071,1908379.31,D,AFG,2022-05-16
TD_133557,cust_3853,9640206.3,C,IND,2022-05-16
TD_133558,cust_4547,4778258.75,C,JPN,2022-05-16
FX_133559,cust_2149,7277028.43,D,JPN,2022-05-16
FX_133560,cust_3139,2338985.41,C,CHN,2022-05-16
FX_133561,cust_8475,97346.03,D,USA,2022-05-16
FX_133562,cust_7580,4612177.58,D,JPN,2022-05-16
FX_133563,cust_9771,5106859.58,D,JPN,2022-05-16
TD_133564,cust_7786,6080253.46,C,PAL,2022-05-16
FX_133565,cust_6878,2227833.67,C,KON,2022-05-16
