tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
FX_109765,cust_8706,11454634.86,C,CHN,2022-01-02
FX_109766,cust_5606,97629645.44,D,CAN,2022-01-02
FX_109767,cust_8385,62632697.03,D,PAL,2022-01-02
TD_109768,cust_1921,70641160.28,C,JPN,2022-01-02
FX_109769,cust_2594,23800289.69,D,KON,2022-01-02
TD_109770,cust_7028,75942069.0,D,AFG,2022-01-02
TD_109771,cust_9804,75429315.52,C,PAL,2022-01-02
FX_109772,cust_3889,1952316.49,C,CHN,2022-01-02
FX_109773,cust_4125,24762410.95,C,PAL,2022-01-02
TD_109774,cust_4051,72510067.79,D,JPN,2022-01-02
TD_109775,cust_6001,30746359.91,D,JPN,2022-01-02
FX_109776,cust_9736,47073045.19,C,JPN,2022-01-02
TD_109777,cust_4840,34389494.1,D,IND,2022-01-02
TD_109778,cust_8233,19522591.25,C,USA,2022-01-02
TD_109779,cust_6311,47452319.31,D,IND,2022-01-02
FX_109780,cust_1422,78038068.87,C,KON,2022-01-02
FX_109781,cust_6472,62060401.33,C,CAN,2022-01-02
FX_109782,cust_3102,80076945.26,C,KON,2022-01-02
TD_109783,cust_1867,65420555.63,C,IND,2022-01-02
TD_109784,cust_9681,61467423.42,C,PAL,2022-01-02
FX_109785,cust_9754,36570177.47,D,CAN,2022-01-02
TD_109786,cust_5357,63789400.24,D,KON,2022-01-02
TD_109787,cust_7492,88103559.77,D,AFG,2022-01-02
TD_109788,cust_6869,64470506.88,D,IND,2022-01-02
FX_109789,cust_2954,73229959.67,D,PAL,2022-01-02
FX_109790,cust_1064,84849403.53,C,IND,2022-01-02
TD_109791,cust_4823,87174798.51,D,JPN,2022-01-02
FX_109792,cust_8427,91371602.3,C,PAL,2022-01-02
TD_109793,cust_8454,24017920.38,D,AFG,2022-01-02
FX_109794,cust_1142,69471698.95,C,IND,2022-01-02
FX_109795,cust_4003,29485510.77,D,USA,2022-01-02
FX_109796,cust_2777,46037100.66,C,JPN,2022-01-02
TD_109797,cust_4488,55246979.49,D,USA,2022-01-02
FX_109798,cust_3764,23023274.45,D,PAL,2022-01-02
FX_109799,cust_4941,67095384.83,C,CHN,2022-01-02
FX_109800,cust_8548,62245899.11,D,JPN,2022-01-02
TD_109801,cust_4861,49797465.5,D,PAL,2022-01-02
TD_109802,cust_7490,63568474.09,D,KON,2022-01-02
FX_109803,cust_8943,88060866.19,C,KON,2022-01-02
TD_109804,cust_3222,69162192.61,D,AFG,2022-01-02
TD_109805,cust_3046,56274226.29,D,KON,2022-01-02
FX_109806,cust_8973,98704452.19,D,IND,2022-01-02
FX_109807,cust_9042,48831571.7,C,IND,2022-01-02
TD_109808,cust_6808,29908913.92,D,IND,2022-01-02
FX_109809,cust_6521,96659597.05,D,KON,2022-01-02
TD_109810,cust_7486,47188851.72,C,IND,2022-01-02
TD_109811,cust_7243,96233942.71,C,CHN,2022-01-02
FX_109812,cust_3291,96006590.43,C,CAN,2022-01-02
FX_109813,cust_3882,82275325.92,D,IND,2022-01-02
TD_109814,cust_5806,89143895.25,C,USA,2022-01-02
TD_109815,cust_8595,56987626.75,C,CHN,2022-01-02
TD_109816,cust_8726,55423613.45,D,JPN,2022-01-02
FX_109817,cust_8784,77298551.86,C,IND,2022-01-02
FX_109818,cust_4419,65120588.39,C,USA,2022-01-02
FX_109819,cust_8136,87717563.41,D,IND,2022-01-02
TD_109820,cust_4946,99496561.07,C,USA,2022-01-02
FX_109821,cust_8583,10180225.6,D,CAN,2022-01-02
FX_109822,cust_6613,60184608.14,D,PAL,2022-01-02
TD_109823,cust_4349,36809609.32,D,USA,2022-01-02
TD_109824,cust_4717,51443517.33,C,CAN,2022-01-02
FX_109825,cust_9932,71854074.17,C,CHN,2022-01-02
TD_109826,cust_6724,36467513.45,D,JPN,2022-01-02
TD_109827,cust_3063,13672883.59,C,USA,2022-01-02
FX_109828,cust_2839,84552653.42,D,PAL,2022-01-02
TD_109829,cust_4149,30817537.89,D,USA,2022-01-02
FX_109830,cust_8375,20214516.08,D,CHN,2022-01-02
TD_109831,cust_5217,12202554.12,D,AFG,2022-01-02
FX_109832,cust_6041,3928102.07,C,CAN,2022-01-02
FX_109833,cust_1261,39461715.02,C,CHN,2022-01-02
TD_109834,cust_1501,716986.25,D,IND,2022-01-02
TD_109835,cust_1366,70024875.42,D,KON,2022-01-02
FX_109836,cust_9867,72064006.98,D,USA,2022-01-02
TD_109837,cust_6603,89628311.11,C,IND,2022-01-02
FX_109838,cust_8896,18484126.42,D,CHN,2022-01-02
TD_109839,cust_9744,99355163.5,D,AFG,2022-01-02
FX_109840,cust_3433,31683628.1,D,KON,2022-01-02
TD_109841,cust_2080,35036028.86,C,CHN,2022-01-02
FX_109842,cust_4030,33061174.64,C,KON,2022-01-02
FX_109843,cust_3304,59261517.76,C,CAN,2022-01-02
TD_109844,cust_8794,55527189.52,D,IND,2022-01-02
FX_109845,cust_9095,10629859.27,D,CAN,2022-01-02
FX_109846,cust_7755,84378509.45,C,PAL,2022-01-02
TD_109847,cust_4464,91311833.64,C,USA,2022-01-02
FX_109848,cust_4854,17324071.01,D,PAL,2022-01-02
TD_109849,cust_9376,10416971.28,D,PAL,2022-01-02
FX_109850,cust_1809,51783999.89,D,AFG,2022-01-02
TD_109851,cust_8150,91552492.09,D,CAN,2022-01-02
TD_109852,cust_4050,25781793.25,C,PAL,2022-01-02
TD_109853,cust_7392,47936012.62,C,CAN,2022-01-02
TD_109854,cust_2356,16777840.94,C,CAN,2022-01-02
FX_109855,cust_4618,85987593.69,D,PAL,2022-01-02
FX_109856,cust_7232,87953564.54,D,CAN,2022-01-02
TD_109857,cust_3211,85624192.06,D,JPN,2022-01-02
FX_109858,cust_2548,3905267.38,C,JPN,2022-01-02
TD_109859,cust_8055,41439311.24,D,CHN,2022-01-02
TD_109860,cust_7529,19617180.27,C,JPN,2022-01-02
FX_109861,cust_5766,77325776.22,C,CAN,2022-01-02
TD_109862,cust_5594,75034929.28,C,IND,2022-01-02
FX_109863,cust_4038,33847552.07,C,IND,2022-01-02
TD_109864,cust_1295,25616739.75,C,CAN,2022-01-02
FX_109865,cust_9373,84015314.88,D,JPN,2022-01-02
FX_109866,cust_4519,21861643.24,C,CAN,2022-01-02
FX_109867,cust_2086,575492.16,D,USA,2022-01-02
FX_109868,cust_2084,12215469.72,C,KON,2022-01-02
FX_109869,cust_3155,14647453.58,C,AFG,2022-01-02
FX_109870,cust_8922,20288839.88,C,PAL,2022-01-02
TD_109871,cust_8692,92871748.87,D,CHN,2022-01-02
TD_109872,cust_9035,75947577.6,C,IND,2022-01-02
TD_109873,cust_1795,60165048.85,C,CHN,2022-01-02
FX_109874,cust_6411,32782848.28,C,USA,2022-01-02
TD_109875,cust_6127,78158050.72,C,PAL,2022-01-02
TD_109876,cust_6325,45931535.69,D,PAL,2022-01-02
FX_109877,cust_7780,18119202.23,D,CAN,2022-01-02
TD_109878,cust_1036,11157231.17,C,PAL,2022-01-02
TD_109879,cust_5221,51992519.37,D,CHN,2022-01-02
FX_109880,cust_2637,79249050.3,C,IND,2022-01-02
FX_109881,cust_6845,76115422.88,C,CAN,2022-01-02
FX_109882,cust_8744,85167876.89,C,CHN,2022-01-02
FX_109883,cust_7922,57312676.96,D,CHN,2022-01-02
FX_109884,cust_3157,38836531.45,D,IND,2022-01-02
FX_109885,cust_9441,68154720.59,D,CHN,2022-01-02
TD_109886,cust_6132,80935979.6,D,IND,2022-01-02
FX_109887,cust_9526,41179451.47,D,JPN,2022-01-02
FX_109888,cust_7968,53194396.59,C,CAN,2022-01-02
TD_109889,cust_8829,87450202.59,D,JPN,2022-01-02
FX_109890,cust_1830,1899640.85,C,CHN,2022-01-02
TD_109891,cust_7974,18156808.86,D,KON,2022-01-02
FX_109892,cust_7831,57607622.81,C,USA,2022-01-02
FX_109893,cust_9065,42518392.15,D,JPN,2022-01-02
FX_109894,cust_2208,34132023.73,C,USA,2022-01-02
FX_109895,cust_6160,79782448.64,D,CHN,2022-01-02
FX_109896,cust_1629,56152178.81,D,PAL,2022-01-02
FX_109897,cust_9084,99858814.17,D,KON,2022-01-02
TD_109898,cust_9125,46909607.38,C,IND,2022-01-02
TD_109899,cust_7793,63152084.4,C,AFG,2022-01-02
FX_109900,cust_1310,77161353.99,D,JPN,2022-01-02
TD_109901,cust_8929,34914816.63,C,PAL,2022-01-02
TD_109902,cust_4405,33385336.78,C,CHN,2022-01-02
TD_109903,cust_2121,85780602.05,C,USA,2022-01-02
FX_109904,cust_5986,696331.49,C,JPN,2022-01-02
FX_109905,cust_8535,77226125.02,D,JPN,2022-01-02
TD_109906,cust_8265,19837796.85,C,AFG,2022-01-02
TD_109907,cust_2304,50084823.7,C,JPN,2022-01-02
TD_109908,cust_9792,38319792.87,D,CAN,2022-01-02
FX_109909,cust_1987,22835404.49,D,PAL,2022-01-02
FX_109910,cust_2857,61685388.78,C,PAL,2022-01-02
FX_109911,cust_6387,52241832.7,D,CHN,2022-01-02
FX_109912,cust_3603,30017908.35,C,AFG,2022-01-02
TD_109913,cust_7671,94485036.48,D,IND,2022-01-02
TD_109914,cust_9468,33413044.37,C,IND,2022-01-02
TD_109915,cust_8576,36350613.74,C,IND,2022-01-02
FX_109916,cust_6554,71164434.35,D,JPN,2022-01-02
TD_109917,cust_9737,92908191.72,C,CHN,2022-01-02
TD_109918,cust_2096,88984010.23,D,JPN,2022-01-02
FX_109919,cust_8494,62980734.61,C,PAL,2022-01-02
FX_109920,cust_2799,87908292.32,C,IND,2022-01-02
FX_109921,cust_8621,9501370.17,D,JPN,2022-01-02
TD_109922,cust_5591,4392760.48,C,IND,2022-01-02
FX_109923,cust_5027,82839148.5,D,JPN,2022-01-02
TD_109924,cust_2722,10246337.07,C,USA,2022-01-02
FX_109925,cust_4376,65776052.35,C,KON,2022-01-02
TD_109926,cust_6209,54362643.6,D,USA,2022-01-02
TD_109927,cust_4897,96423459.83,C,IND,2022-01-02
TD_109928,cust_1401,87194800.27,D,KON,2022-01-02
TD_109929,cust_2542,82752672.71,C,KON,2022-01-02
