tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
TD_128117,cust_4021,8151083.37,C,IND,2022-05-15
TD_128118,cust_4040,4090592.66,D,AFG,2022-05-15
FX_128119,cust_7942,5740998.62,D,KON,2022-05-15
TD_128120,cust_6039,5693821.44,C,CHN,2022-05-15
TD_128121,cust_9020,9600946.13,D,AFG,2022-05-15
FX_128122,cust_7378,3589705.8,C,CHN,2022-05-15
TD_128123,cust_8109,3367394.42,C,USA,2022-05-15
FX_128124,cust_4468,9852063.43,C,USA,2022-05-15
TD_128125,cust_4030,551893.1,C,CHN,2022-05-15
TD_128126,cust_4887,7018483.39,D,AFG,2022-05-15
TD_128127,cust_9959,1748589.06,C,IND,2022-05-15
TD_128128,cust_3461,2092727.53,C,USA,2022-05-15
FX_128129,cust_8435,9712999.17,C,JPN,2022-05-15
FX_128130,cust_8926,6486656.12,C,IND,2022-05-15
FX_128131,cust_5622,9752679.18,D,KON,2022-05-15
FX_128132,cust_5339,3570835.64,D,KON,2022-05-15
TD_128133,cust_6174,7501918.92,D,KON,2022-05-15
TD_128134,cust_2824,9055403.28,C,JPN,2022-05-15
TD_128135,cust_9247,5233637.0,D,CHN,2022-05-15
FX_128136,cust_7156,3571013.36,D,KON,2022-05-15
FX_128137,cust_2230,5679979.13,C,CAN,2022-05-15
TD_128138,cust_7271,4379410.32,D,JPN,2022-05-15
FX_128139,cust_1965,3243540.69,C,AFG,2022-05-15
FX_128140,cust_9486,3803558.71,D,CAN,2022-05-15
FX_128141,cust_7920,6037184.16,D,JPN,2022-05-15
TD_128142,cust_4297,7698929.86,C,IND,2022-05-15
FX_128143,cust_7523,954035.95,C,CHN,2022-05-15
TD_128144,cust_6946,4354182.8,D,USA,2022-05-15
TD_128145,cust_4056,4931312.98,D,USA,2022-05-15
TD_128146,cust_1228,6090359.78,C,JPN,2022-05-15
TD_128147,cust_7570,2358477.27,C,AFG,2022-05-15
FX_128148,cust_8980,3554250.08,C,PAL,2022-05-15
FX_128149,cust_5084,2077092.69,C,IND,2022-05-15
TD_128150,cust_8655,4291.22,C,CHN,2022-05-15
FX_128151,cust_4746,2392037.61,D,IND,2022-05-15
FX_128152,cust_7543,8009787.12,D,JPN,2022-05-15
FX_128153,cust_2224,5675933.81,C,IND,2022-05-15
FX_128154,cust_6851,673024.8,D,KON,2022-05-15
FX_128155,cust_5291,4758940.04,C,CHN,2022-05-15
TD_128156,cust_6749,90252.87,D,CAN,2022-05-15
FX_128157,cust_4164,8084174.38,C,CHN,2022-05-15
FX_128158,cust_9224,5894665.36,D,PAL,2022-05-15
TD_128159,cust_1337,7774707.93,D,PAL,2022-05-15
TD_128160,cust_3677,8213857.69,D,CAN,2022-05-15
TD_128161,cust_8903,7759859.99,C,AFG,2022-05-15
FX_128162,cust_7672,5925773.63,D,IND,2022-05-15
TD_128163,cust_8318,9577610.5,D,USA,2022-05-15
FX_128164,cust_9213,7040673.8,D,IND,2022-05-15
TD_128165,cust_5522,5833994.27,D,JPN,2022-05-15
FX_128166,cust_8698,9067172.06,C,PAL,2022-05-15
TD_128167,cust_5767,4829441.82,D,AFG,2022-05-15
TD_128168,cust_1420,5080834.41,D,CAN,2022-05-15
TD_128169,cust_7516,3791714.14,C,JPN,2022-05-15
FX_128170,cust_6898,7035330.17,C,IND,2022-05-15
