tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
FX_113104,cust_2687,3428955.8,C,USA,2022-05-13
FX_113105,cust_5406,5525433.87,D,PAL,2022-05-13
TD_113106,cust_4244,2188150.23,C,CHN,2022-05-13
FX_113107,cust_4817,769692.15,D,USA,2022-05-13
FX_113108,cust_6605,691928.23,C,USA,2022-05-13
FX_113109,cust_2195,148851.52,D,AFG,2022-05-13
FX_113110,cust_6612,2504910.4,D,IND,2022-05-13
FX_113111,cust_3842,1874747.69,C,PAL,2022-05-13
TD_113112,cust_3653,1754294.29,D,AFG,2022-05-13
FX_113113,cust_8814,5241247.83,C,PAL,2022-05-13
FX_113114,cust_1764,6736321.52,C,CHN,2022-05-13
FX_113115,cust_4395,1382289.5,D,KON,2022-05-13
FX_113116,cust_8056,6323568.13,D,CAN,2022-05-13
FX_113117,cust_5299,5174027.87,C,KON,2022-05-13
FX_113118,cust_2591,3975002.58,D,KON,2022-05-13
FX_113119,cust_7135,6059241.64,C,CAN,2022-05-13
TD_113120,cust_3570,3037303.37,D,CAN,2022-05-13
TD_113121,cust_1755,7796598.23,C,PAL,2022-05-13
TD_113122,cust_3315,7595710.54,C,PAL,2022-05-13
FX_113123,cust_5597,1398742.95,D,IND,2022-05-13
FX_113124,cust_3741,4669386.41,C,IND,2022-05-13
TD_113125,cust_6670,3680775.7,D,AFG,2022-05-13
TD_113126,cust_8048,3278899.44,D,CAN,2022-05-13
FX_113127,cust_7708,252020.78,C,CAN,2022-05-13
FX_113128,cust_5547,1908725.72,C,JPN,2022-05-13
FX_113129,cust_4396,3314198.38,C,AFG,2022-05-13
TD_113130,cust_1836,8095092.44,D,CHN,2022-05-13
TD_113131,cust_4910,1674415.2,C,CHN,2022-05-13
FX_113132,cust_5175,8391021.6,D,CHN,2022-05-13
TD_113133,cust_4637,6818305.81,C,KON,2022-05-13
FX_113134,cust_4619,4815928.53,C,USA,2022-05-13
TD_113135,cust_7109,573144.19,D,KON,2022-05-13
FX_113136,cust_4061,5586225.3,C,IND,2022-05-13
FX_113137,cust_7860,4611319.24,D,JPN,2022-05-13
FX_113138,cust_1637,4249394.36,D,PAL,2022-05-13
FX_113139,cust_5449,167037.74,D,PAL,2022-05-13
TD_113140,cust_9650,4060658.16,C,AFG,2022-05-13
TD_113141,cust_8544,5354162.56,D,PAL,2022-05-13
TD_113142,cust_7241,1659435.5,C,IND,2022-05-13
FX_113143,cust_4297,7700300.91,D,USA,2022-05-13
FX_113144,cust_4445,9868552.14,D,JPN,2022-05-13
FX_113145,cust_8033,1878181.22,D,KON,2022-05-13
TD_113146,cust_1994,9156023.59,C,USA,2022-05-13
