tran_id,cust_id,tran_date,tran_ammount,tran_type,state_cd
125000,CA5092,2022-02-07,5884093.14,D,VA
125001,CA9362,2022-02-07,7456344.52,D,MI
125002,CA8960,2022-02-07,9981726.53,C,CA
125003,CA6861,2022-02-07,9592530.48,D,CA
125004,CA4721,2022-02-07,3404913.11,C,VA
125005,CA2990,2022-02-07,1178885.54,C,CA
125006,CA2857,2022-02-07,3963716.8,D,OH
125007,CA6408,2022-02-07,6896979.6,D,NY
125008,CA2472,2022-02-07,4803615.79,C,IN
125009,CA7712,2022-02-07,8845020.43,C,MI
125010,CA5852,2022-02-07,4418737.38,D,MD
125011,CA4103,2022-02-07,1183127.74,C,FL
125012,CA1670,2022-02-07,6701965.58,D,IN
125013,CA4824,2022-02-07,859963.59,C,MD
125014,CA3403,2022-02-07,1898761.28,D,NY
125015,CA1277,2022-02-07,993731.28,D,MI
125016,CA1296,2022-02-07,9817793.13,D,FL
125017,CA8409,2022-02-07,9346414.79,D,OH
125018,CA2814,2022-02-07,856346.52,D,WA
125019,CA3537,2022-02-07,1286662.91,D,IN
125020,CA9493,2022-02-07,517247.05,D,VA
125021,CA2587,2022-02-07,151628.19,C,NY
125022,CA2648,2022-02-07,439766.81,C,OH
125023,CA9237,2022-02-07,4254950.45,C,OH
125024,CA4303,2022-02-07,9847563.99,C,MI
125025,CA2375,2022-02-07,6165671.53,C,OH
125026,CA9937,2022-02-07,6596812.02,D,WA
125027,CA8853,2022-02-07,266398.26,C,IN
125028,CA9349,2022-02-07,4414998.68,C,NY
125029,CA3125,2022-02-07,3285685.52,C,OH
125030,CA5198,2022-02-07,1812880.83,C,WA
125031,CA4791,2022-02-07,8889746.9,C,MI
125032,CA7756,2022-02-07,1997546.2,C,MD
125033,CA9719,2022-02-07,6066318.36,C,NY
125034,CA1508,2022-02-07,4723958.43,C,VA
125035,CA6078,2022-02-07,4312333.76,C,MI
125036,CA9909,2022-02-07,6678272.54,C,VA
125037,CA3275,2022-02-07,3845983.2,D,MD
125038,CA7023,2022-02-07,5388972.12,C,NY
125039,CA4545,2022-02-07,7186346.67,D,WA
125040,CA9047,2022-02-07,5812354.48,C,WA
125041,CA2855,2022-02-07,1087437.82,D,NJ
125042,CA7188,2022-02-07,375804.79,D,WA
125043,CA5975,2022-02-07,7757750.73,D,NJ
125044,CA7058,2022-02-07,570096.7,D,MI
125045,CA8138,2022-02-07,25750.52,D,IN
125046,CA9677,2022-02-07,153996.02,D,MD
125047,CA6930,2022-02-07,3980041.48,D,IN
125048,CA8907,2022-02-07,3146235.19,D,IN
125049,CA3541,2022-02-07,5434893.76,C,FL
125050,CA4683,2022-02-07,5919192.08,C,IN
125051,CA4522,2022-02-07,8981743.98,D,CA
125052,CA8002,2022-02-07,8281784.19,C,IN
125053,CA7044,2022-02-07,6594791.3,C,VA
125054,CA9243,2022-02-07,2530809.43,C,MD
125055,CA5898,2022-02-07,4207475.33,D,MI
125056,CA6435,2022-02-07,6988345.77,D,WA
125057,CA7421,2022-02-07,1712458.19,D,NY
125058,CA8712,2022-02-07,4060108.54,C,WA
125059,CA6297,2022-02-07,4596239.45,D,VA
125060,CA5892,2022-02-07,626106.62,C,IN
125061,CA8891,2022-02-07,5911318.32,D,MI
125062,CA9266,2022-02-07,6326539.87,C,FL
125063,CA5333,2022-02-07,8159884.38,D,FL
125064,CA2111,2022-02-07,9370791.03,D,MI
125065,CA2452,2022-02-07,6227413.08,C,WA
125066,CA7865,2022-02-07,9864649.98,D,FL
125067,CA7032,2022-02-07,9290313.83,D,VA
125068,CA8519,2022-02-07,3664270.81,C,CA
125069,CA8905,2022-02-07,4124415.55,D,CA
125070,CA5077,2022-02-07,9305898.38,C,NY
125071,CA1240,2022-02-07,639776.26,D,FL
125072,CA7636,2022-02-07,7821843.3,D,NJ
125073,CA4020,2022-02-07,294419.73,D,MI
125074,CA1071,2022-02-07,6204690.23,C,CA
125075,CA4739,2022-02-07,866929.04,C,MD
125076,CA1200,2022-02-07,1133324.86,D,NJ
125077,CA4464,2022-02-07,2584758.77,D,OH
125078,CA7873,2022-02-07,6990086.67,C,VA
125079,CA4821,2022-02-07,415173.28,C,OH
125080,CA3887,2022-02-07,3670241.1,D,MD
125081,CA7947,2022-02-07,1091621.93,C,MI
125082,CA6809,2022-02-07,7388896.72,C,NY
125083,CA4049,2022-02-07,2031968.86,C,OH
125084,CA3290,2022-02-07,686529.2,C,IN
125085,CA1619,2022-02-07,944367.97,C,IN
125086,CA8573,2022-02-07,8538540.27,D,MD
125087,CA2888,2022-02-07,3744557.83,D,VA
125088,CA1207,2022-02-07,9155760.36,C,WA
125089,CA9528,2022-02-07,1494862.56,C,WA
125090,CA2094,2022-02-07,1649205.02,D,MI
125091,CA2530,2022-02-07,4230382.91,D,OH
125092,CA2056,2022-02-07,8959511.33,C,WA
125093,CA7674,2022-02-07,5828652.4,C,MD
125094,CA2810,2022-02-07,66585.01,D,MD
125095,CA6262,2022-02-07,9540711.02,D,MD
125096,CA3737,2022-02-07,3884973.36,D,MI
125097,CA7458,2022-02-07,2579189.94,C,NJ
125098,CA6479,2022-02-07,7665452.14,D,OH
125099,CA5587,2022-02-07,6986861.01,D,OH
125100,CA7651,2022-02-07,3979012.05,C,FL
125101,CA6653,2022-02-07,2991094.98,C,VA
125102,CA2887,2022-02-07,7185471.18,C,FL
125103,CA3066,2022-02-07,3284366.85,C,WA
125104,CA4236,2022-02-07,2751045.42,C,NJ
125105,CA4616,2022-02-07,2918050.54,D,NJ
125106,CA5558,2022-02-07,695697.76,C,MD
125107,CA1807,2022-02-07,752987.85,C,IN
125108,CA9031,2022-02-07,88007.61,C,MD
125109,CA4857,2022-02-07,162622.2,D,IN
125110,CA6087,2022-02-07,5659285.54,D,FL
125111,CA8633,2022-02-07,9434281.68,D,IN
125112,CA8726,2022-02-07,7244964.04,C,NY
125113,CA9625,2022-02-07,9512772.08,D,FL
125114,CA8158,2022-02-07,6492902.8,D,CA
125115,CA3889,2022-02-07,4480894.57,C,OH
125116,CA6990,2022-02-07,4221206.21,C,WA
125117,CA1903,2022-02-07,4417936.61,D,OH
125118,CA2549,2022-02-07,1379566.26,D,MD
125119,CA3943,2022-02-07,5834309.69,C,OH
125120,CA6799,2022-02-07,1836422.96,D,MD
125121,CA4132,2022-02-07,6043952.47,D,IN
125122,CA1433,2022-02-07,6584223.03,C,MD
125123,CA7240,2022-02-07,9936103.5,D,IN
125124,CA1100,2022-02-07,7220900.34,C,NY
125125,CA3350,2022-02-07,1815481.44,D,NJ
125126,CA5571,2022-02-07,8601345.0,D,MI
125127,CA7702,2022-02-07,2767290.59,D,MD
125128,CA5696,2022-02-07,4681694.77,D,CA
125129,CA7352,2022-02-07,7844762.92,D,IN
125130,CA2796,2022-02-07,66447.49,C,CA
125131,CA9819,2022-02-07,1203679.93,D,FL
125132,CA6159,2022-02-07,4968959.64,C,OH
125133,CA5767,2022-02-07,5069714.34,C,CA
125134,CA6360,2022-02-07,1754846.93,D,WA
125135,CA3006,2022-02-07,6570652.38,C,FL
125136,CA1951,2022-02-07,6620125.97,C,NY
125137,CA2437,2022-02-07,169301.64,C,IN
125138,CA1066,2022-02-07,5790536.07,C,MD
125139,CA5709,2022-02-07,5907619.95,C,OH
125140,CA2970,2022-02-07,4176342.25,D,MI
125141,CA1676,2022-02-07,5428498.96,D,NY
125142,CA7869,2022-02-07,2670147.68,C,NJ
125143,CA4143,2022-02-07,7607763.37,D,NY
125144,CA3003,2022-02-07,8648851.93,D,NJ
125145,CA5090,2022-02-07,4579052.11,D,MI
125146,CA2991,2022-02-07,7853248.27,D,MI
125147,CA7346,2022-02-07,1805038.78,C,OH
125148,CA3633,2022-02-07,7316189.35,D,WA
125149,CA6070,2022-02-07,9856423.73,C,CA
125150,CA3631,2022-02-07,8155760.91,D,MI
125151,CA8669,2022-02-07,3356022.44,C,WA
125152,CA1928,2022-02-07,491984.33,C,VA
125153,CA1569,2022-02-07,7259507.38,C,CA
125154,CA3133,2022-02-07,5902818.52,C,IN
125155,CA2388,2022-02-07,9434064.42,C,OH
125156,CA1491,2022-02-07,6462255.26,D,FL
125157,CA9652,2022-02-07,3588418.0,C,OH
125158,CA3789,2022-02-07,6484449.53,C,NJ
125159,CA5038,2022-02-07,3122945.54,C,MD
125160,CA5556,2022-02-07,3067227.24,D,MI
125161,CA1445,2022-02-07,1782540.86,D,MD
125162,CA1831,2022-02-07,9006494.83,C,MI
125163,CA9023,2022-02-07,6854437.4,D,MD
125164,CA9885,2022-02-07,3835836.76,D,IN
125165,CA2185,2022-02-07,1479519.41,D,NY
125166,CA6316,2022-02-07,9635853.19,D,WA
125167,CA2360,2022-02-07,5064965.07,C,NJ
125168,CA1860,2022-02-07,9363033.03,C,VA
125169,CA8848,2022-02-07,3864571.71,C,OH
125170,CA9333,2022-02-07,2983529.18,C,NY
125171,CA7278,2022-02-07,3694325.03,D,WA
125172,CA7775,2022-02-07,6657710.08,D,NY
125173,CA8320,2022-02-07,8056921.98,D,NY
125174,CA6880,2022-02-07,6278819.38,C,MI
125175,CA5450,2022-02-07,1436739.12,D,MI
125176,CA5093,2022-02-07,1496863.51,D,MI
125177,CA3212,2022-02-07,3879653.9,C,NY
125178,CA2529,2022-02-07,4488278.75,D,NJ
125179,CA7855,2022-02-07,2767359.06,D,MI
125180,CA3851,2022-02-07,1341927.36,D,MI
