tran_id,cust_id,tran_date,tran_ammount,tran_type,state_cd
120000,CA4173,2022-02-06,8014449.57,D,MI
120001,CA8803,2022-02-06,9834020.99,D,CA
120002,CA5624,2022-02-06,7036008.88,D,MI
120003,CA6103,2022-02-06,3778309.4,D,CA
120004,CA7578,2022-02-06,1264312.72,C,VA
120005,CA8601,2022-02-06,999732.74,C,MD
120006,CA5988,2022-02-06,1764088.0,C,OH
120007,CA2281,2022-02-06,8185797.69,C,WA
120008,CA5501,2022-02-06,1743164.66,C,MI
120009,CA8307,2022-02-06,6346626.23,C,CA
120010,CA6881,2022-02-06,7587002.29,D,WA
120011,CA9398,2022-02-06,9249673.42,C,CA
120012,CA6171,2022-02-06,5765564.49,D,NJ
120013,CA2387,2022-02-06,4280028.88,C,MI
120014,CA2310,2022-02-06,482623.41,D,MD
120015,CA1007,2022-02-06,5636824.06,C,VA
120016,CA7911,2022-02-06,5770801.26,C,MI
120017,CA7329,2022-02-06,7559848.15,D,NY
120018,CA7545,2022-02-06,7713538.59,C,NY
120019,CA2813,2022-02-06,372180.77,C,MI
120020,CA7567,2022-02-06,2220395.68,D,NJ
120021,CA3651,2022-02-06,28999.84,C,CA
120022,CA3527,2022-02-06,3232587.54,D,NJ
120023,CA1064,2022-02-06,8751685.49,D,MD
120024,CA5961,2022-02-06,3920565.98,D,CA
120025,CA8403,2022-02-06,6829200.49,C,NJ
120026,CA1180,2022-02-06,4032349.39,C,MD
120027,CA3382,2022-02-06,7388712.99,C,CA
120028,CA3002,2022-02-06,4259305.17,C,MI
120029,CA2312,2022-02-06,6947715.07,C,WA
120030,CA3938,2022-02-06,7986453.08,C,NJ
120031,CA5103,2022-02-06,9305330.78,D,FL
120032,CA9774,2022-02-06,9340327.78,C,MI
120033,CA3959,2022-02-06,6217005.71,D,FL
120034,CA1149,2022-02-06,8656353.61,D,NJ
120035,CA8364,2022-02-06,7206428.62,D,MI
120036,CA3090,2022-02-06,4080001.42,C,IN
120037,CA6674,2022-02-06,1904623.09,C,MD
120038,CA1175,2022-02-06,4282309.18,C,CA
120039,CA8976,2022-02-06,4697699.71,D,VA
120040,CA2999,2022-02-06,5808998.67,C,NY
120041,CA1417,2022-02-06,242126.27,D,OH
120042,CA1724,2022-02-06,5234644.37,C,VA
120043,CA8649,2022-02-06,6178511.3,D,MI
120044,CA2084,2022-02-06,1059776.71,C,MI
120045,CA6349,2022-02-06,3281061.99,C,OH
120046,CA7310,2022-02-06,488443.0,C,IN
120047,CA4677,2022-02-06,412260.65,D,CA
120048,CA5983,2022-02-06,592126.45,C,WA
120049,CA4542,2022-02-06,5328315.2,C,NJ
120050,CA7281,2022-02-06,5042627.57,C,FL
120051,CA1085,2022-02-06,8299549.96,C,OH
120052,CA1871,2022-02-06,255504.23,C,MD
120053,CA3178,2022-02-06,3909349.3,C,MI
120054,CA7454,2022-02-06,9416688.9,C,MI
120055,CA7135,2022-02-06,3178704.71,C,IN
120056,CA3107,2022-02-06,7348035.35,D,CA
120057,CA5001,2022-02-06,8419653.59,D,OH
120058,CA5413,2022-02-06,5531234.9,D,IN
120059,CA1825,2022-02-06,1226266.81,D,OH
120060,CA2962,2022-02-06,8222699.68,D,VA
120061,CA9919,2022-02-06,9429260.2,D,NJ
120062,CA9862,2022-02-06,9501159.82,D,MD
120063,CA9718,2022-02-06,5296489.65,C,NJ
120064,CA3367,2022-02-06,484272.3,D,NY
120065,CA6587,2022-02-06,5869918.41,D,MD
120066,CA4757,2022-02-06,6141941.72,D,NJ
120067,CA9381,2022-02-06,7469935.28,D,IN
120068,CA1853,2022-02-06,2561659.45,D,MI
120069,CA1964,2022-02-06,3660595.82,D,MD
120070,CA8475,2022-02-06,5963062.69,D,WA
120071,CA9138,2022-02-06,4957797.87,D,WA
120072,CA7001,2022-02-06,3713432.78,C,CA
120073,CA7582,2022-02-06,7506401.08,D,VA
120074,CA4263,2022-02-06,8080174.39,D,CA
120075,CA2412,2022-02-06,1973253.56,D,FL
120076,CA3421,2022-02-06,6496059.75,D,CA
120077,CA8393,2022-02-06,8126657.22,C,FL
120078,CA1747,2022-02-06,1925223.33,C,FL
120079,CA3204,2022-02-06,7913071.8,C,FL
120080,CA2061,2022-02-06,8231608.01,D,VA
120081,CA2998,2022-02-06,4595945.55,D,IN
120082,CA3992,2022-02-06,9638339.2,D,VA
120083,CA2787,2022-02-06,7269345.5,D,MD
120084,CA5671,2022-02-06,9972555.79,D,IN
120085,CA4675,2022-02-06,1126157.4,D,NJ
120086,CA6509,2022-02-06,7992018.15,C,CA
120087,CA9687,2022-02-06,638771.93,C,VA
120088,CA6703,2022-02-06,5876964.45,D,IN
120089,CA7356,2022-02-06,2978914.85,C,CA
120090,CA7369,2022-02-06,6612590.16,C,VA
120091,CA1686,2022-02-06,8554753.05,D,NY
120092,CA6648,2022-02-06,9348102.49,C,WA
120093,CA8868,2022-02-06,2197337.01,D,FL
120094,CA2809,2022-02-06,5075927.63,D,OH
120095,CA8896,2022-02-06,7091957.14,D,OH
120096,CA4088,2022-02-06,1304911.71,D,MI
120097,CA8188,2022-02-06,632947.53,C,NY
120098,CA6319,2022-02-06,6977439.06,C,MD
120099,CA1959,2022-02-06,3799129.51,D,FL
120100,CA5435,2022-02-06,3565214.36,C,WA
120101,CA9608,2022-02-06,1668254.03,D,IN
120102,CA9345,2022-02-06,5234626.19,C,VA
120103,CA1634,2022-02-06,6152848.42,C,IN
120104,CA9358,2022-02-06,107451.48,C,CA
120105,CA4393,2022-02-06,2665124.99,C,MD
120106,CA3540,2022-02-06,3357985.56,C,NY
120107,CA3821,2022-02-06,1593188.73,C,OH
120108,CA3387,2022-02-06,5242968.07,C,VA
120109,CA7298,2022-02-06,8073886.35,D,NJ
120110,CA8004,2022-02-06,2561265.15,C,OH
120111,CA3785,2022-02-06,8588751.66,D,NJ
120112,CA2127,2022-02-06,3719257.44,D,NY
120113,CA3434,2022-02-06,9533282.21,C,IN
120114,CA6624,2022-02-06,5563244.06,D,MI
120115,CA8239,2022-02-06,9183512.58,C,NY
120116,CA1999,2022-02-06,1579889.43,C,OH
120117,CA4667,2022-02-06,3865072.9,C,WA
120118,CA5301,2022-02-06,5712003.91,C,CA
120119,CA5562,2022-02-06,8201563.56,C,OH
120120,CA8301,2022-02-06,6650312.8,C,WA
120121,CA6622,2022-02-06,9683872.88,C,WA
120122,CA7607,2022-02-06,919340.47,D,NY
120123,CA6815,2022-02-06,170360.78,C,VA
120124,CA2321,2022-02-06,2208624.73,C,OH
120125,CA1712,2022-02-06,5924082.83,C,IN
120126,CA6807,2022-02-06,8957879.35,D,VA
120127,CA1439,2022-02-06,5091123.43,D,FL
120128,CA6590,2022-02-06,359435.35,C,MI
120129,CA1105,2022-02-06,3340733.48,D,FL
120130,CA5624,2022-02-06,2583997.4,D,WA
120131,CA9258,2022-02-06,4999952.14,C,WA
120132,CA4608,2022-02-06,5313157.38,D,MI
120133,CA3343,2022-02-06,7555886.15,C,FL
120134,CA9982,2022-02-06,5568137.67,D,IN
120135,CA2314,2022-02-06,6610481.05,D,IN
120136,CA5551,2022-02-06,3303687.06,D,NJ
120137,CA5811,2022-02-06,8073787.98,D,MI
