tran_id,cust_id,tran_date,tran_ammount,tran_type,state_cd
115000,CA4607,2022-02-05,2043190.69,C,OH
115001,CA3859,2022-02-05,8792004.13,C,IN
115002,CA3147,2022-02-05,8093142.33,C,VA
115003,CA5904,2022-02-05,5347627.29,D,CA
115004,CA9339,2022-02-05,8550442.48,D,FL
115005,CA6271,2022-02-05,5934802.69,C,IN
115006,CA6598,2022-02-05,2454065.38,D,MD
115007,CA5449,2022-02-05,533638.61,D,OH
115008,CA1594,2022-02-05,1025400.75,D,IN
115009,CA8136,2022-02-05,4571998.75,C,NY
115010,CA8020,2022-02-05,7517188.78,C,MD
115011,CA7575,2022-02-05,2935159.29,D,NJ
115012,CA1141,2022-02-05,3916049.31,C,NJ
115013,CA9506,2022-02-05,1957534.73,C,CA
115014,CA4603,2022-02-05,4856626.41,D,CA
115015,CA7396,2022-02-05,3810929.75,D,IN
115016,CA7948,2022-02-05,9670105.29,C,MI
115017,CA9069,2022-02-05,1717915.23,D,WA
115018,CA3963,2022-02-05,6424014.26,D,MI
115019,CA8076,2022-02-05,8446437.43,C,VA
115020,CA6153,2022-02-05,1521577.19,D,VA
115021,CA4815,2022-02-05,5349249.22,C,FL
115022,CA9258,2022-02-05,568579.33,C,CA
115023,CA9473,2022-02-05,7106372.83,C,NJ
115024,CA5824,2022-02-05,6563545.38,C,VA
115025,CA6765,2022-02-05,5901195.35,C,CA
115026,CA5118,2022-02-05,6310339.92,C,MI
115027,CA1438,2022-02-05,8835233.77,C,NJ
115028,CA8633,2022-02-05,61908.97,C,OH
115029,CA3682,2022-02-05,6623826.56,D,WA
115030,CA8728,2022-02-05,8248620.91,C,NY
115031,CA7601,2022-02-05,8605133.06,C,MD
115032,CA5852,2022-02-05,6525267.91,D,FL
115033,CA7774,2022-02-05,1548624.32,C,MI
115034,CA6247,2022-02-05,8053873.34,D,NY
115035,CA4855,2022-02-05,4438652.61,D,MI
115036,CA7179,2022-02-05,4886047.35,D,OH
115037,CA4857,2022-02-05,2732654.84,D,MD
115038,CA2514,2022-02-05,2060670.32,D,MI
115039,CA9795,2022-02-05,1328697.58,C,FL
115040,CA5104,2022-02-05,9982814.52,C,MI
115041,CA4290,2022-02-05,1366365.72,C,VA
