tran_id,cust_id,tran_date,tran_ammount,tran_type,state_cd
110000,CA5341,2022-02-04,8650245.76,D,VA
110001,CA5516,2022-02-04,3043046.5,C,IN
110002,CA9379,2022-02-04,1501747.09,C,CA
110003,CA2381,2022-02-04,9963530.85,C,FL
110004,CA4019,2022-02-04,5223262.45,C,WA
110005,CA7951,2022-02-04,6560701.44,D,NY
110006,CA4844,2022-02-04,179959.17,C,NJ
110007,CA6463,2022-02-04,8111611.34,C,MD
110008,CA5481,2022-02-04,3287609.47,D,MI
110009,CA4403,2022-02-04,5788488.18,D,FL
110010,CA4788,2022-02-04,6695644.01,C,CA
110011,CA4034,2022-02-04,8633649.57,D,OH
110012,CA5911,2022-02-04,9649117.76,C,NJ
110013,CA1755,2022-02-04,2042934.81,D,IN
110014,CA1037,2022-02-04,5219923.03,C,NJ
110015,CA8976,2022-02-04,540120.45,C,MI
110016,CA2089,2022-02-04,3452223.42,D,VA
110017,CA1666,2022-02-04,3454125.23,C,IN
110018,CA6370,2022-02-04,5894583.63,C,IN
110019,CA1391,2022-02-04,2247187.44,D,NJ
110020,CA6774,2022-02-04,3030406.57,C,NY
110021,CA5514,2022-02-04,1948860.56,C,CA
110022,CA8594,2022-02-04,6434307.13,D,OH
110023,CA7311,2022-02-04,2923414.16,D,OH
110024,CA1037,2022-02-04,1537731.12,D,NJ
110025,CA1579,2022-02-04,2590196.16,C,IN
110026,CA2776,2022-02-04,7049064.47,D,VA
110027,CA4195,2022-02-04,389405.14,C,IN
110028,CA5669,2022-02-04,6193045.52,D,MI
110029,CA5195,2022-02-04,9655211.8,C,FL
110030,CA2954,2022-02-04,2010539.68,C,NJ
110031,CA1685,2022-02-04,7598781.7,C,WA
110032,CA9198,2022-02-04,9391520.57,D,VA
110033,CA2531,2022-02-04,9268391.2,D,FL
110034,CA2027,2022-02-04,3069881.89,D,MD
110035,CA9027,2022-02-04,3808075.41,C,MD
110036,CA4732,2022-02-04,570908.23,C,VA
110037,CA1128,2022-02-04,5447163.8,C,VA
110038,CA1201,2022-02-04,2967345.87,C,NJ
110039,CA7500,2022-02-04,1896219.13,D,VA
110040,CA6735,2022-02-04,6215181.05,D,WA
110041,CA2600,2022-02-04,252316.67,D,MI
110042,CA1744,2022-02-04,6487912.36,D,MD
110043,CA1619,2022-02-04,5394238.51,D,NJ
110044,CA9730,2022-02-04,9211157.29,D,WA
110045,CA8107,2022-02-04,2287954.11,D,CA
110046,CA9009,2022-02-04,9248242.37,C,MD
110047,CA3141,2022-02-04,1938728.84,C,WA
110048,CA1894,2022-02-04,2462274.39,D,OH
110049,CA7397,2022-02-04,8087985.81,C,WA
110050,CA1118,2022-02-04,7068163.42,D,NJ
110051,CA1217,2022-02-04,4929873.9,D,OH
110052,CA6786,2022-02-04,1409314.77,D,MD
110053,CA2130,2022-02-04,6055063.96,D,FL
110054,CA6211,2022-02-04,8593714.47,D,CA
110055,CA5408,2022-02-04,3917450.53,D,IN
110056,CA9005,2022-02-04,4360121.9,C,CA
110057,CA8414,2022-02-04,310364.92,C,MI
110058,CA1850,2022-02-04,5595704.42,D,NJ
110059,CA4197,2022-02-04,9712550.11,D,NJ
110060,CA9600,2022-02-04,7875781.37,D,NY
110061,CA2863,2022-02-04,7607785.42,D,NY
110062,CA6891,2022-02-04,1997563.08,C,FL
110063,CA1766,2022-02-04,2866601.32,D,NY
110064,CA4670,2022-02-04,8605766.23,C,FL
110065,CA5601,2022-02-04,2856018.59,D,FL
110066,CA7689,2022-02-04,6277522.8,D,MD
110067,CA7124,2022-02-04,8161404.34,D,WA
110068,CA9708,2022-02-04,3270627.7,C,MD
110069,CA2314,2022-02-04,5484698.51,C,NJ
110070,CA4566,2022-02-04,6533779.1,D,IN
110071,CA2940,2022-02-04,4148572.62,C,NY
110072,CA5971,2022-02-04,8945242.85,D,MI
110073,CA1800,2022-02-04,7553936.77,C,WA
110074,CA2428,2022-02-04,5956144.62,C,IN
110075,CA1580,2022-02-04,603392.25,C,FL
110076,CA4274,2022-02-04,7609771.75,D,FL
110077,CA6294,2022-02-04,2607346.79,C,MD
110078,CA4803,2022-02-04,3711412.16,C,IN
110079,CA4696,2022-02-04,2034645.74,D,OH
110080,CA3928,2022-02-04,3968599.23,C,WA
110081,CA5763,2022-02-04,9765957.19,C,OH
110082,CA6361,2022-02-04,6514064.77,D,MI
110083,CA9037,2022-02-04,8914988.22,D,IN
110084,CA4101,2022-02-04,252757.69,C,IN
110085,CA9076,2022-02-04,4684571.05,D,MI
110086,CA1995,2022-02-04,4851395.41,C,WA
110087,CA5856,2022-02-04,279800.85,D,FL
110088,CA6721,2022-02-04,8764842.01,C,OH
110089,CA9331,2022-02-04,7754645.2,C,MD
110090,CA4785,2022-02-04,1050808.31,D,FL
110091,CA2146,2022-02-04,360434.21,D,VA
110092,CA3630,2022-02-04,1462948.06,C,CA
